key	source	title	category	license	url
the-essential-guide-to-planet-earth	Open Textbook Library	The Essential Guide to Planet Earth		CC BY	https://open.umn.edu/opentextbooks/formats/3308
introduction-to-criminal-investigation-processes-practices-and-thinking	Open Textbook Library	Introduction to Criminal Investigation: Processes, Practices and Thinking		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1679
intermediate-biblical-greek-reader-galatians-and-related-texts	Open Textbook Library	Intermediate Biblical Greek Reader: Galatians and Related Texts		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/991
arguments-in-context	Open Textbook Library	Arguments in Context		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2623
a-primer-for-computational-biology	Open Textbook Library	A Primer for Computational Biology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1587
think-python-how-to-think-like-a-computer-scientist	Open Textbook Library	Think Python: How to Think Like a Computer Scientist - 2e		CC BY-NC	https://open.umn.edu/opentextbooks/formats/368
the-meaning-of-love-second-edition	Open Textbook Library	The Meaning of Love - Second Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1781
principles-of-marketing-2022	Open Textbook Library	Principles of Marketing		CC BY	https://open.umn.edu/opentextbooks/formats/3321
technical-writing-for-technicians	Open Textbook Library	Technical Writing for Technicians		CC BY	https://open.umn.edu/opentextbooks/formats/2441
a-byte-of-python	Open Textbook Library	A Byte of Python		CC BY-SA	https://open.umn.edu/opentextbooks/formats/946
canadian-history-post-confederation	Open Textbook Library	Canadian History: Post-Confederation		CC BY	https://open.umn.edu/opentextbooks/formats/1155
intermediate-algebra	Open Textbook Library	Intermediate Algebra		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/264
her-sey-bir-merhaba-ile-baslar	Open Textbook Library	Her Şey Bir Merhaba ile Başlar		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2378
microwave-and-rf-design-transmission-lines	Open Textbook Library	Microwave and RF Design: Transmission Lines		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1288
tea-time-numerical-analysis	Open Textbook Library	Tea Time Numerical Analysis		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1263
methods-of-teaching-early-literacy	Open Textbook Library	Methods of Teaching Early Literacy		CC BY	https://open.umn.edu/opentextbooks/formats/3660
arcade-expression-crash-course-with-covid-19-data	Open Textbook Library	Arcade Expression Crash Course with COVID-19 data		CC BY	https://open.umn.edu/opentextbooks/formats/2929
spunti-italiano-elementare-2	Open Textbook Library	Spunti: Italiano elementare 2		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1388
euclid-s-elements-redux	Open Textbook Library	Euclid's Elements Redux		CC BY-SA	https://open.umn.edu/opentextbooks/formats/2617
music-appreciation-history-culture-and-context	Open Textbook Library	Music Appreciation: History, Culture, and Context		CC BY	https://open.umn.edu/opentextbooks/formats/3384
prealgebra-via-python-programming-first-steps-to-perform-large-scale-computational-tasks-in-the-sciences-and-engineerings	Open Textbook Library	Prealgebra via Python Programming: First Steps to Perform Large Scale Computational Tasks in the Sciences and Engineerings		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3531
wac-and-second-language-writers-research-towards-linguistically-and-culturally-inclusive-programs-and-practices	Open Textbook Library	WAC and Second-Language Writers: Research Towards Linguistically and Culturally Inclusive Programs and Practices		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/833
think-dsp-digital-signal-processing-in-python	Open Textbook Library	Think DSP: Digital Signal Processing in Python		CC BY-NC	https://open.umn.edu/opentextbooks/formats/342
delftse-foundations-of-computation	Open Textbook Library	Delftse Foundations of Computation - 2nd Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1106
introduction-to-implant-prosthodontics-a-case-based-clinical-guide	Open Textbook Library	Introduction to Implant Prosthodontics: A Case-Based Clinical Guide		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3136
an-intuitive-interactive-introduction-to-biostatistics	Open Textbook Library	An Intuitive, Interactive, Introduction to Biostatistics		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3519
quantitative-ecology-a-new-unified-approach	Open Textbook Library	Quantitative Ecology: A New Unified Approach		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1280
public-speaking-as-performance-subtitle-practicing-public-speaking-in-the-theatre-performance-classroom	Open Textbook Library	Public Speaking as Performance Subtitle: Practicing Public Speaking in the Theatre & Performance Classroom		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3538
social-data-analysis	Open Textbook Library	Social Data Analysis		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3679
the-artist-s-guide-to-building-your-audience-generating-income-and-realizing-career-sustainability	Open Textbook Library	The Path to Funding: The Artist’s Guide to Building Your Audience, Generating Income, and Realizing Career Sustainability		CC BY	https://open.umn.edu/opentextbooks/formats/3181
digital-accessibility-as-a-business-practice	Open Textbook Library	Digital Accessibility as a Business Practice		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1165
be-credible	Open Textbook Library	Be Credible		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1349
beginning-japanese-for-professionals-book-1	Open Textbook Library	Beginning Japanese for Professionals: Book 1		CC BY-NC	https://open.umn.edu/opentextbooks/formats/763
foundations-of-epidemiology	Open Textbook Library	Foundations of Epidemiology		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1392
programming-fundamentals-a-modular-structured-approach-using-c	Open Textbook Library	Programming Fundamentals - A Modular Structured Approach using C++		CC BY	https://open.umn.edu/opentextbooks/formats/520
calculus-volume-1	Open Textbook Library	Calculus Volume 1		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/205
fundamentals-of-matrix-algebra	Open Textbook Library	Fundamentals of Matrix Algebra		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1159
microbiology	Open Textbook Library	Microbiology		CC BY	https://open.umn.edu/opentextbooks/formats/1009
web-accessibility-for-developers	Open Textbook Library	Web Accessibility for Developers		CC BY	https://open.umn.edu/opentextbooks/formats/1163
writing-for-strategic-communication-industries	Open Textbook Library	Writing for Strategic Communication Industries		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1756
air-safety-investigation-the-journey	Open Textbook Library	Air Safety Investigation: The Journey		CC BY	https://open.umn.edu/opentextbooks/formats/3713
producing-open-source-software-how-to-run-a-successful-free-software-project	Open Textbook Library	Producing Open Source Software: How to Run a Successful Free Software Project - 2nd Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3495
choosing-using-sources-a-guide-to-academic-research	Open Textbook Library	Choosing & Using Sources: A Guide to Academic Research		CC BY	https://open.umn.edu/opentextbooks/formats/690
introductory-business-statistics	Open Textbook Library	Introductory Business Statistics		CC BY	https://open.umn.edu/opentextbooks/formats/470
bate-papo-viana-da-silva	Open Textbook Library	Bate-Papo		CC BY	https://open.umn.edu/opentextbooks/formats/1481
business-plan-development-guide	Open Textbook Library	Business Plan Development Guide		CC BY-SA	https://open.umn.edu/opentextbooks/formats/979
writing-fabulous-features	Open Textbook Library	Writing Fabulous Features		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2482
theological-questions	Open Textbook Library	Theological Questions		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2906
introduction-to-game-theory-a-discovery-approach	Open Textbook Library	Introduction to Game Theory: a Discovery Approach		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1380
knowing-home-braiding-indigenous-science-with-western-science-book-1	Open Textbook Library	Knowing Home: Braiding Indigenous Science with Western Science Book 1		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2537
introduction-to-philosophy-aesthetic-theory-and-practice	Open Textbook Library	Introduction to Philosophy: Aesthetic Theory and Practice		CC BY	https://open.umn.edu/opentextbooks/formats/2784
the-elc-an-early-childhood-learning-community-at-work	Open Textbook Library	The ELC: An Early Childhood Learning Community at Work		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1585
college-algebra-2018	Open Textbook Library	College Algebra & Trigonometry		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1037
evidence-based-massage-therapy	Open Textbook Library	Evidence-Based Massage Therapy		CC BY	https://open.umn.edu/opentextbooks/formats/1395
microbiomes-health-and-the-environment	Open Textbook Library	Microbiomes: Health and the Environment		CC BY	https://open.umn.edu/opentextbooks/formats/3036
genetics-agriculture-and-biotechnology-2021	Open Textbook Library	Genetics, Agriculture, and Biotechnology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2689
bankruptcy-law-and-practice	Open Textbook Library	Bankruptcy Law and Practice		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1005
introduction-to-anthropology	Open Textbook Library	Introduction to Anthropology		CC BY	https://open.umn.edu/opentextbooks/formats/2859
elementary-algebra-2019	Open Textbook Library	Elementary Algebra		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2711
electromagnetics-vol-2	Open Textbook Library	Electromagnetics Vol 2		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1368
sight-reading-for-guitar	Open Textbook Library	Sight-Reading for Guitar		CC BY	https://open.umn.edu/opentextbooks/formats/1440
thinking-rhetorically-writing-for-professional-and-public-audiences	Open Textbook Library	Thinking Rhetorically: Writing for Professional and Public Audiences		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3717
trademark-law	Open Textbook Library	Trademark Law - 2022 Edition (Version 2.0)		CC BY	https://open.umn.edu/opentextbooks/formats/3332
information-systems-a-manager-s-guide-to-harnessing-technology	Open Textbook Library	Information Systems: A Manager's Guide to Harnessing Technology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1673
developing-human-potential-a-personal-approach-to-leadership	Open Textbook Library	Developing Human Potential: A Personal Approach to Leadership		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3704
laboratory-manual-for-introductory-geology	Open Textbook Library	Laboratory Manual for Introductory Geology		CC BY-SA	https://open.umn.edu/opentextbooks/formats/766
undergraduate-diagnostic-imaging-fundamentals	Open Textbook Library	Undergraduate Diagnostic Imaging Fundamentals		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1271
human-resource-management	Open Textbook Library	Human Resource Management		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1667
music-and-the-child	Open Textbook Library	Music and the Child		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/327
introduction-to-sociology-2e	Open Textbook Library	Introduction to Sociology - 3e		CC BY	https://open.umn.edu/opentextbooks/formats/519
from-growing-to-biology-plants-1e	Open Textbook Library	From Growing to Biology: Plants 1e		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2450
quantitative-problem-solving-in-natural-resources	Open Textbook Library	Quantitative Problem Solving in Natural Resources		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1332
modern-philosophy	Open Textbook Library	Modern Philosophy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/624
an-introduction-to-psychological-statistics	Open Textbook Library	Introduction to Statistics in the Psychological Sciences		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1210
u-s-federal-income-taxation-of-individuals-2017	Open Textbook Library	U.S. Federal Income Taxation of Individuals 2023		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/603
introductory-business-statistics-with-interactive-spreadsheets-1st-canadian-edition	Open Textbook Library	Introductory Business Statistics with Interactive Spreadsheets - 1st Canadian Edition		CC BY	https://open.umn.edu/opentextbooks/formats/566
principles-of-accounting-volume-2-managerial-accounting	Open Textbook Library	Principles of Accounting Volume 2 Managerial Accounting		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1202
business-computers-365-lacher	Open Textbook Library	Business Computers 365 Version 2.0 - Version 2.0		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1467
international-finance-theory-and-policy	Open Textbook Library	International Finance: Theory and Policy		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/86
intercultural-communication	Open Textbook Library	Intercultural Communication		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1918
critical-employment-ethical-and-legal-scenarios-in-human-resource-development	Open Textbook Library	Critical Employment, Ethical, and Legal Scenarios in Human Resource Development		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1916
business-law-ethics-and-sustainability	Open Textbook Library	Business Law, Ethics, and Sustainability		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3536
introduction-to-entrepreneurship	Open Textbook Library	Introduction to Entrepreneurship		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2746
introduction-to-mechanical-engineering-design	Open Textbook Library	Introduction to Mechanical Engineering Design		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3430
light-and-matter	Open Textbook Library	Light and Matter		CC BY-SA	https://open.umn.edu/opentextbooks/formats/638
pdx-journeys-studying-and-living-in-the-us-low-intermediate-novel-and-textbook-for-university-esl-students	Open Textbook Library	PDX Journeys: Studying and Living in the US, Low-Intermediate Novel and Textbook for University ESL Students		CC BY-NC	https://open.umn.edu/opentextbooks/formats/569
an-introduction-to-logic-from-everyday-life-to-formal-systems	Open Textbook Library	An Introduction to Logic: From Everyday Life to Formal Systems		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3186
